in:Index,out:% of Total Area,img,Panel_0,Panel_1,Panel_2,Panel_3,Panel_4,Panel_5,Panel_6,Panel_7,Panel_8,Panel_9,Panel_10,Panel_11,Panel_12,Panel_13,Panel_14,Panel_15,Panel_16,Panel_17,Panel_18,Panel_19
249.0,0.655556,Index249.png,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
250.0,0.588889,Index250.0.png,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
251.0,0.566667,Index251.0.png,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
252.0,0.55,Index252.0.png,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
253.0,0.561111,Index253.0.png,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
254.0,0.727778,Index254.0.png,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
255.0,0.583333,Index255.0.png,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
256.0,0.683333,Index256.0.png,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
257.0,0.7,Index257.png,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
258.0,0.616667,Index258.png,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
259.0,0.627778,Index259.png,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
260.0,0.544444,Index260.png,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
261.0,0.65,Index261.png,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
262.0,0.666667,Index262.png,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
263.0,0.6,Index263.png,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
264.0,0.705556,Index264.png,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
265.0,0.55,Index265.png,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
266.0,0.655556,Index266.png,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
267.0,0.511111,Index267.png,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
268.0,0.638889,Index268.png,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
269.0,0.627778,Index269.png,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
270.0,0.611111,Index270.png,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
271.0,0.716667,Index271.png,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
272.0,0.661111,Index272.png,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
273.0,0.633333,Index273.png,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
274.0,0.672222,Index274.png,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
275.0,0.722222,Index275.png,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
276.0,0.688889,Index276.png,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
277.0,0.555556,Index277.png,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
278.0,0.483333,Index278.png,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
279.0,0.683333,Index279.png,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0
280.0,0.494444,Index280.png,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
281.0,0.611111,Index281.png,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
282.0,0.666667,Index282.png,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
283.0,0.483333,Index283.png,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0
284.0,0.677778,Index284.png,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
285.0,0.538889,Index285.png,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
286.0,0.716667,Index286.png,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
287.0,0.611111,Index287.png,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0
288.0,0.677778,Index288.png,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
289.0,0.638889,Index289.png,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0
290.0,0.683333,Index290.png,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
291.0,0.661111,Index291.png,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
292.0,0.655556,Index292.png,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
293.0,0.494444,Index293.png,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
294.0,0.555556,Index294.png,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
295.0,0.661111,Index295.png,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
296.0,0.727778,Index296.png,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
297.0,0.733333,Index297.png,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
298.0,0.661111,Index298.png,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
299.0,0.627778,Index299.png,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
300.0,0.655556,Index300.png,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
301.0,0.566667,Index301.png,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0
302.0,0.677778,Index302.png,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
303.0,0.588889,Index303.png,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0
304.0,0.666667,Index304.png,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
305.0,0.611111,Index305.png,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0
306.0,0.633333,Index306.png,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0
307.0,0.611111,Index307.png,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
308.0,0.7,Index308.png,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
309.0,0.655556,Index309.png,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
310.0,0.666667,Index310.png,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
311.0,0.622222,Index311.png,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
312.0,0.694444,Index312.png,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0
313.0,0.655556,Index313.png,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
314.0,0.538889,Index314.png,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
315.0,0.616667,Index315.png,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
316.0,0.688889,Index316.png,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
317.0,0.688889,Index317.png,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
318.0,0.666667,Index318.png,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0
319.0,0.622222,Index319.png,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0
320.0,0.677778,Index320.png,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
321.0,0.638889,Index321.png,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0
322.0,0.55,Index322.png,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
323.0,0.633333,Index323.png,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1
324.0,0.655556,Index324.png,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
325.0,0.527778,Index325.png,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0
326.0,0.666667,Index326.png,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
327.0,0.494444,Index327.png,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0
328.0,0.638889,Index328.png,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0
329.0,0.694444,Index329.png,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
330.0,0.661111,Index330.png,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
331.0,0.677778,Index331.png,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
332.0,0.672222,Index332.png,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
333.0,0.622222,Index333.png,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
334.0,0.661111,Index334.png,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1
335.0,0.688889,Index335.png,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0
336.0,0.7,Index336.png,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0
337.0,0.638889,Index337.png,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
338.0,0.677778,Index338.png,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
339.0,0.566667,Index339.png,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0
340.0,0.666667,Index340.png,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
341.0,0.594444,Index341.png,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
342.0,0.672222,Index342.png,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
343.0,0.638889,Index343.png,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
344.0,0.633333,Index344.png,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0
345.0,0.711111,Index345.png,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
346.0,0.672222,Index346.png,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
347.0,0.661111,Index347.png,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
348.0,0.572222,Index348.png,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
349.0,0.622222,Index349.png,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
350.0,0.538889,Index350.png,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1
351.0,0.711111,Index351.png,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
352.0,0.655556,Index352.png,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
353.0,0.5,Index353.png,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0
354.0,0.722222,Index354.png,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
355.0,0.616667,Index355.png,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
356.0,0.6,Index356.png,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
357.0,0.633333,Index357.png,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
358.0,0.411111,Index358.png,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
359.0,0.7,Index359.png,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
360.0,0.672222,Index360.png,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
361.0,0.733333,Index361.png,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
362.0,0.438889,Index362.png,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
363.0,0.677778,Index363.png,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
364.0,0.572222,Index364.png,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0
365.0,0.6,Index365.png,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
366.0,0.627778,Index366.png,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
367.0,0.638889,Index367.png,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
368.0,0.627778,Index368.png,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
369.0,0.666667,Index369.png,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
370.0,0.622222,Index370.png,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
371.0,0.677778,Index371.png,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
372.0,0.6,Index372.png,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0
373.0,0.688889,Index373.png,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
374.0,0.666667,Index374.png,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
375.0,0.555556,Index375.png,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
376.0,0.561111,Index376.png,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
377.0,0.611111,Index377.png,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
378.0,0.616667,Index378.png,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0
379.0,0.677778,Index379.png,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
380.0,0.483333,Index380.png,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1
381.0,0.688889,Index381.png,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
382.0,0.688889,Index382.png,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
383.0,0.522222,Index383.png,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
384.0,0.605556,Index384.png,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
385.0,0.6,Index385.png,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
386.0,0.622222,Index386.png,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
387.0,0.555556,Index387.png,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
388.0,0.588889,Index388.png,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
389.0,0.711111,Index389.png,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
390.0,0.683333,Index390.png,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
391.0,0.661111,Index391.png,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
392.0,0.688889,Index392.png,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
393.0,0.6,Index393.png,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1
394.0,0.688889,Index394.png,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
395.0,0.655556,Index395.png,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
396.0,0.644444,Index396.png,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
397.0,0.605556,Index397.png,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0
398.0,0.7,Index398.png,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399.0,0.688889,Index399.png,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400.0,0.672222,Index400.png,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
401.0,0.65,Index401.png,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
402.0,0.705556,Index402.png,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
403.0,0.677778,Index403.png,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
404.0,0.661111,Index404.png,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
405.0,0.677778,Index405.png,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
406.0,0.533333,Index406.png,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
407.0,0.65,Index407.png,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
408.0,0.666667,Index408.png,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
409.0,0.644444,Index409.png,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
410.0,0.65,Index410.png,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
411.0,0.622222,Index411.png,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0
412.0,0.661111,Index412.png,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
413.0,0.638889,Index413.png,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
414.0,0.622222,Index414.png,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
415.0,0.627778,Index415.png,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
416.0,0.677778,Index416.png,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
417.0,0.527778,Index417.png,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0
418.0,0.583333,Index418.png,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
419.0,0.622222,Index419.png,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
420.0,0.622222,Index420.png,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
421.0,0.5,Index421.png,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1
422.0,0.666667,Index422.png,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
423.0,0.6,Index423.png,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
424.0,0.688889,Index424.png,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
425.0,0.65,Index425.png,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
426.0,0.666667,Index426.png,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0
427.0,0.594444,Index427.png,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0
428.0,0.644444,Index428.png,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
429.0,0.655556,Index429.png,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
430.0,0.65,Index430.png,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
431.0,0.611111,Index431.png,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
432.0,0.583333,Index432.png,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
433.0,0.705556,Index433.png,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
434.0,0.594444,Index434.png,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0
435.0,0.511111,Index435.png,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
436.0,0.561111,Index436.png,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0
437.0,0.622222,Index437.png,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1
438.0,0.666667,Index438.png,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
439.0,0.65,Index439.png,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
440.0,0.677778,Index440.png,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
441.0,0.677778,Index441.png,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
442.0,0.633333,Index442.png,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
443.0,0.655556,Index443.png,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
444.0,0.677778,Index444.png,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
445.0,0.594444,Index445.png,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1
446.0,0.622222,Index446.png,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0
447.0,0.616667,Index447.png,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
448.0,0.661111,Index448.png,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
449.0,0.722222,Index449.png,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
450.0,0.694444,Index450.png,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0
451.0,0.533333,Index451.png,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0
452.0,0.711111,Index452.png,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
453.0,0.655556,Index453.png,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0
454.0,0.511111,Index454.png,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
455.0,0.633333,Index455.png,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
456.0,0.738889,Index456.png,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
457.0,0.638889,Index457.png,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1
458.0,0.666667,Index458.png,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
459.0,0.622222,Index459.png,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
460.0,0.733333,Index460.png,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
461.0,0.45,Index461.png,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0
462.0,0.7,Index462.png,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
463.0,0.661111,Index463.png,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
464.0,0.655556,Index464.png,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
465.0,0.622222,Index465.png,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
466.0,0.694444,Index466.png,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
467.0,0.55,Index467.png,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
468.0,0.605556,Index468.png,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
469.0,0.638889,Index469.png,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0
470.0,0.611111,Index470.png,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
471.0,0.655556,Index471.png,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
472.0,0.722222,Index472.png,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0
473.0,0.627778,Index473.png,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0
474.0,0.494444,Index474.png,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
475.0,0.738889,Index475.png,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
476.0,0.638889,Index476.png,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
477.0,0.666667,Index477.png,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
478.0,0.672222,Index478.png,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
479.0,0.622222,Index479.png,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1
480.0,0.511111,Index480.png,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0
481.0,0.611111,Index481.png,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
482.0,0.644444,Index482.png,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
483.0,0.711111,Index483.png,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
484.0,0.666667,Index484.png,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
485.0,0.694444,Index485.png,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
486.0,0.627778,Index486.png,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
487.0,0.505556,Index487.png,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
488.0,0.6,Index488.png,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
489.0,0.488889,Index489.png,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0
490.0,0.6,Index490.png,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1
491.0,0.722222,Index491.png,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
492.0,0.572222,Index492.png,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
493.0,0.522222,Index493.png,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
494.0,0.583333,Index494.png,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
495.0,0.683333,Index495.png,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
496.0,0.622222,Index496.png,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
497.0,0.744444,Index497.png,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
498.0,0.555556,Index498.png,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
499.0,0.655556,Index499.png,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
